,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
82,anushan-ramesh,Web Development Microsoft Word Machine Learning Microsoft Office Teamwork Leadership Microsoft Excel Python Arduino Google Cloud Platform GCP Big Data Data Warehousing REST APIs Data Pipelines Red Hat Linux Stream Processing Data Lakes Batch Processing                                  ,"Bachelor's degree, Engineering University of Moratuwa", , ,Senior Data Science Engineer Wavenet,Software Engineer Fiverr,Data Science Engineer Wavenet,Intern MAS Intimates LK,Senior Data Science Engineer,1
83,nimantha-bandara-986192132,Java SQL Data Analysis Adobe Photoshop Adobe Premiere Pro Teamwork Adobe Illustrator Python Statistics Data Science R Research IBM SPSS SAS Communication Data Analysis Adobe InDesign                                   ,"Bachelor of Science (Hons), Applied Statistics University of Colombo","Bsc (Hons) - Applied Statistic, Mathematics and Statistics University of Colombo", ,Associate Engineer - BI/Data Science  Octopus BI - Sri Lanka,Trainee Engineer - BI/Data Science  Octopus BI - Sri Lanka,Data Scientist Sydpro,Graphic Designer Freelance,Associate Engineer - BI/Data Science ,1
84,haraesh-jayalingam-018803108,Java C JavaScript Nodejs SQL Web Development Microsoft Office C Project Management Agile Methodologies Amazon Web Services AWS C Windows Ionic Framework Automation Powershell Elastic Stack ELK Unix Linux Scripting Vagrant Software Mac IBM MQ Administration Weblogic Administration                             ,"High School, Mathematics Badulla Central College",High School Uva Science College, Saraswathi Kanishta Vidyalayam,Data Science Engineer London Stock Exchange Group (LSEG),Infrastructure Engineer - Middleware London Stock Exchange Group (LSEG), , ,Data Science Engineer,1
85,imali-dhananjana-91a3b2170,Java MySQL SQL Microsoft Office Teamwork Microsoft Excel Microsoft Power BI Microsoft SQL Server Oracle SQL Developer Extract Transform Load ETL Data Warehousing Software Quality Assurance OBIEE SQL Server Reporting Services SSRS Oracle Database SQL Server Integration Services SSIS SQL Server Analysis Services SSAS PLSQL Oracle Warehouse Builder Oracle Enterprise Manager                              ,"BSc(Hons) in Information Technology Specialization in Information Technology, Information Technology SLIIT"," Maliyadeva Balika Vidyalaya, Kurunegala, Sri Lanka", ,Trainee Data Science Engineer OLAK TECHNOLOGIES PVT LTD,Data Warehouse Trainee Sampath Bank, , ,Trainee Data Science Engineer,1
86,wasana-perera,Python Programming Language MySQL SQL Microsoft Word Machine Learning Data Analysis Microsoft Office Teamwork Leadership Public Speaking Microsoft Excel Microsoft PowerPoint Data Visualization Data Analytics R Decision Trees Statistical Data Analysis Statistical Modeling Minitab SPSS Artificial Intelligence AI Research Microsoft Power BI IBM SPSS EViews Strategic Planning Big Data Data Modeling Agile Methodologies Network Security Agile Application Development Statistical Tools Cybersecurity Agile Project Management Data Entry                 ,"MSc in Big Data Analytics, Big Data Analytics Robert Gordon University","Bachelor of Science (B.Sc.) Statistics special degree, Statistics University of Colombo","High School, Mathematics Panadura Balika Maha Vidyalaya","Senior Engineer, Analytics & Data Science LSEG (London Stock Exchange Group)",Senior Executive - Business Analyst Dialog Axiata PLC,Treasurer Stat Circle,Internship Spark Actuarial,"Senior Engineer, Analytics & Data Science",1
87,sathiyakugan,Java C JavaScript Python Programming Language PHP MySQL HTML Nodejs SQL Web Development python Linux Machine Learning Data Analysis Software Development Databases Photography Programming C ObjectOriented Programming OOP Deep Learning Python Algorithms Data Mining Team Leadership Data Visualization Data Science Hadoop Matlab Research Mathematics Machine Learning Algorithms Artificial Intelligence Android Development C Android FullStack Development Data Cleaning Feature Engineering Spring Boot Flask Mobile Applications Natural Language Processing Microservices Blogging Data Pipelines Internet of Things IoT Chess Cricket IOT  ,"Nanodegree Program, AI Product Manager Udacity","Bachelor of Engineering (BEng), Computer Engineering University of Moratuwa","Advanced Level, Mathematics Chavakachcheri Hindu College",Senior Data Science Engineer WSO2,Data Science Engineer WSO2,Software Engineer WSO2,Machine learning engineer Intern WSO2,Senior Data Science Engineer,1
88,aabidrushdi,Java C PHP MySQL Machine Learning C Programming Language Programming Leadership C Python Algorithms Data Science Matlab Artificial Intelligence AI Analytical Skills Team Management Strategy Software Engineering Android Microcontrollers Verilog FPGA Spyglass Virtual Teams Spyglass Physical                           ,CMA Institute of Certified Management Accountants (Sri Lanka),"G.C.E Advanced Level, Physical Science Badulla Central College",G.C.E Ordinary Level Badulla Central College,Senior Lead R&D Engineer - Data Science Synopsys Inc,Lead R&D Engineer - Data Science Synopsys Inc,"Supervisor 1, R&D Engineer - Data Science Synopsys Inc",Verification Engineer Atrenta Lanka (pvt) Ltd,Senior Lead R&D Engineer - Data Science,1
89,rukshana-attygalle-5a9024a9,Java Python Programming Language Machine Learning Data Analysis Teamwork Microsoft Excel Deep Learning Business Analysis Applied Machine Learning                                           ,"Bachelor's degree, Physical Sciences  special degree in Statistics with Computer Science University of Colombo",CIMA The Chartered Institute of Management Accountants, Musaeus college,Associate Engineer Data Science and Analytics London Stock Exchange Group (LSEG),Intern Statistical Analyst Stax Inc.,trainee business analyst Australian Strategic Partnerships , ,Associate Engineer Data Science and Analytics,1
90,sulhicader,Java C JavaScript PHP MySQL HTML Cascading Style Sheets CSS SQL Git HTML Data Engineering Machine Learning Scala Programming Teamwork Leadership C MongoDB Deep Learning Python Data Structures Algorithms Arduino Data Visualization Hadoop Hive Apache Spark PySpark TensorFlow Keras MapReduce Apache Kafka HiveQL NumPy ScikitLearn Neural Networks Jira pandas Apache Sqoop Apache Airflow Assembly Language First Aid          ,"BSc(Hons) in Engineering, Computer Science and Engineering University of Moratuwa","Diploma in English, Promoted for final level Aquinas University College, Sri Lanka","Physical Science Holy Cross College , Kalutara",Software Engineer - Data Science Team PickMe (Digital Mobility Solutions Lanka (PVT) Ltd),Undergraduate Student University of Moratuwa,Teaching Assistant University of Moratuwa,Software Engineer Intern Zepto,Software Engineer - Data Science Team,1
91,nalaka-sajith-23555294,Java C Python Programming Language PHP MySQL HTML Cascading Style Sheets CSS HTML Machine Learning Data Analysis Databases Microsoft Office C Microsoft Excel Arduino Mathematical Modeling RStudio Java Enterprise Edition UiPath AutoCAD Robotic Process Automation RPA Quality Control Java Database Connectivity JDBC Data Entry AutoCAD Architecture MATHLAB                          ,"Bachelor of Science (BSc), Computer Science University of Peradeniya", , ,"Engineer, Analytics and Data Science LSEG (London Stock Exchange Group)",Senior Software Engineer Pristine Solutions (Pvt) Ltd,Solutions Developer - Process Automation JOHN KEELLS IT,Associate Solution Developer JOHN KEELLS IT,"Engineer, Analytics and Data Science",1
92,nuwan-madhusanka,Machine Learning Data Analysis C Programming Language Programming Teamwork Leadership C Deep Learning Python Data Science Data Analytics Hadoop Image Processing Matlab OpenCV Computer Vision Artificial Intelligence AI Mathematics SCADA PLC Programming Engineering Electrical Engineering Visual Studio Prolog Pattern Recognition AutoCAD Internet of Things Automation Go Programming Language Power Electronics Pneumatics Lighting Design PLC Siemens HMI Programming HMI Configuration Motor Control Volleyball Electric Motors HMI Design Industrial Automation Fuzzy Logic Expert Systems          ,"M.Sc, Artificial Intelligence University of Moratuwa","B.Sc, Electrical Engineering University of Moratuwa"," H/Kanumuldeniya maha vidyalaya,Walasmulla",Engineer - Data Science X.O Concepts (Private) Limited,department of electrical engineering | 14th batch representatiive University of Moratuwa,web master IET Young Professionals - Sri Lanka,Treasurer IET Young Professionals University of Moratuwa Chapter,Engineer - Data Science,1
93,thimira-dhananjaya-b78a78113,Java Python Programming Language PHP Software Development Graphic Design Programming Microsoft Office Adobe Photoshop C Project Management Computer Science Arduino Matlab Research Management TensorFlow SolidWorks Embedded Systems UiPath SciPy FieldProgrammable Gate Arrays FPGA Raspberry Pi Robotics Electronics Mqtt Signal Processing MPI D Studio Max FL Studio MSP                      ,"Bachelor’s Degree , Electrical and Electronics Engineering SLIIT", , ,Engineer-AI and Data Science  BooleanLabs,Assistant Engineer Dialog Axiata PLC,"Associate Electronic Engineer  Centre for Research and Development Ministry of Defense  ,Sri Lanka","Trainee Electronic Engineer Centre for Research and Development , Ministry of Defence ",Engineer-AI and Data Science ,1
94,yeshani-raigamkorale-1789964545v,SQL Big Data Analytics Data Analysis Data Analytics Microsoft Power BI Extract Transform Load ETL Data Warehousing Snowflake Snowflake Cloud Linux Desktop                                        ,"Master's degree, Data Science and Analytics University of Moratuwa","Bachelor's degree, Computer Science University of Kelaniya Sri Lanka", ,Data Science and Analytics Engineer LSEG (London Stock Exchange Group), , , ,Data Science and Analytics Engineer,1
95,vimukthini-jayalath-9776a8116,Python Programming Language Data Analysis Microsoft Office Leadership Public Speaking Team Management Microsoft Power BI Event Management Snowflake Event Planning Content Management Content Marketing                                        ,"Bachelor’s Degree, Statistics University of Colombo",Accounting and Business/Management CIMA,"High School, Physical Sciences Newstead Girls College",Associate Engineer  Analytics and Data Science  London Stock Exchange Group (LSEG),Team Leader(oGV) AIESEC, , ,Associate Engineer  Analytics and Data Science ,1
96,kasun-mahaliyanaarachchi,Java C JavaScript PHP MySQL Cascading Style Sheets CSS AngularJS SQL HTML Software Development Databases Programming Microsoft Office CSS Computer Science Microsoft PowerPoint Computer Architecture Data Visualization PowerPoint Software Project Management Business Analysis Agile Methodologies Agile Application Development Software Engineering Artificial Intelligence Android Development Windows Discrete Mathematics Software Design Business Intelligence ASPNET MVC Marketing Object Oriented Design Network Programming Computer Graphics Operating Systems Management Information Systems MIS Financial Accounting Principles of Economics Computer Networking Management Accounting Logic Programming Wireless Networking Objectoriented Languages PIC Programming Microsoft Visual Studio C Xamarin Apache Cordova Automata Agile Web Development  ,"Passed GCE Ordinary Level R/ Ananda Maithreya Central College, Balangoda","Passed Grade Five Scholarship Examination St Agnes College, Balangoda"," MR/ Olcott Model School, Matara",Senior Engineer - Data Science  Axiata Digital Labs,Data Engineer Axiata Digital Labs,Senior Executive - Data Engineer Dialog Axiata PLC,Trainee software Engineer METATECHNO LANKA COMPANY (PRIVATE) LIMITED,Senior Engineer - Data Science ,1
97,chinthalanka-wijesinghe-a52346156,C Python Programming Language PHP Git Big Data Analytics Machine Learning Teamwork Leadership C Deep Learning BackEnd Web Development Hadoop Hive Software Project Management Matlab Artificial Intelligence AI Google Cloud Platform GCP PySpark TensorFlow SolidWorks PyTorch Altium Designer OrCAD Apache Big Data Cloud Computing Data Modeling Database Administration Network Security Amazon Web Services AWS Hadoop Administration Database Development Cybersecurity NoSQL Neural Networks Frontend Development Qt Creator Dialogflow Altera Quartus AutoCAD Cassandra Proteus REST API Core Network Presto Datacom Project Leadership     ,"B. Sc. Engineering (Honours), Electronic and Telecommunication Engineering University of Moratuwa",Mathematics Nalanda College Colombo, ,Engineer - Data Science Axiata Digital Labs,"Engineer - Core Network & Datacom Huawei Technologies Lanka Co., (Pvt) Ltd.", , ,Engineer - Data Science,1
98,nimasha-padmakumara,Python Programming Language PHP XML Bootstrap SQL Linux Machine Learning Programming Microsoft Office C Microsoft Excel Data Structures Data Mining R Matlab Extract Transform Load ETL Data Warehousing Communication jQuery Eclipse Visual Studio Web Services SQL Server Reporting Services SSRS Microsoft Azure Machine Learning Amazon EC Amazon S R Shiny css SQL Server Integration Services SSIS SQL Server Analysis Services SSAS Group Work Amazon VPC Amazon RDS Microsoft power BI Amazon EBS               ,"Data Science, BSC (Hons) in IT specialization in Data Science SLIIT",Mathematics Govt Science College, ,Trainee Data Science DataDisca Pty Ltd,Software Engineer Intern London Stock Exchange Group (LSEG), , ,Trainee Data Science,1
99,nisalm,Java Python Programming Language MySQL SQL Data Engineering Big Data Analytics Data Analysis Microsoft Azure Programming ObjectOriented Programming OOP Data Structures Data Mining Data Science Data Analytics R Research Microsoft SQL Server Power BI Data Warehousing C Web Services Business Intelligence SSRS SQL Server Reporting Services SSRS ASPNET Azure Data Factory Azure Data Lake Design Patterns SQL Server Integration Services SSIS Azure Databricks ETL Data Architecture TransactSQL TSQL DAX MDX LINQ SSAS SSIS Integration Data Modelling Tabular Mechine Learning Dimension Modeling         ,Data Scientist Udacity,Data Mining University of Moratuwa,"BSc, Information Technology SLIIT",Architect - Big Data/ Data Science  Zone24x7,Business Intelligence Consultant Fortude,Tech Lead - Business Intelligence/Data Analytics Ayra Analytics,Associate DW/BI Consultant - Specialist Virtusa,Architect - Big Data/ Data Science ,1
100,suchitha-dehigaspitiya,Java JavaScript PHP MySQL Nodejs Web Development HTML Machine Learning Software Development Leadership Public Speaking C ObjectOriented Programming OOP Python Algorithms Computer Architecture Hadoop Hive Artificial Intelligence AI Mathematics Machine Learning Algorithms Applied Mathematics Apache Spark TensorFlow Apache Kafka HiveQL Pandas Software ScikitLearn Teaching Object Oriented Design Deep Neural Networks DNN Unity Engineering Mathematics Angular Applied Mechanics                 ,"BSc (Hons), Computer Science and Engineering University of Moratuwa","GCE A/L, Physical Sciences Wesley College, Colombo", ,Software Engineer - Big Data and Data Science PickMe (Digital Mobility Solutions Lanka (PVT) Ltd),Teaching Assistant University of Moratuwa,Treasurer IEEE Signal Processing Society Student Branch Chapter - University of Moratuwa,Machine Learning / Data Engineering Intern PickMe (Digital Mobility Solutions Lanka (PVT) Ltd),Software Engineer - Big Data and Data Science,1
101,vvaseekaran,Java JavaScript Python Programming Language PHP MySQL HTML Cascading Style Sheets CSS SQL Web Development HTML Machine Learning Software Development Databases Problem Solving Photography Microsoft Office Teamwork Leadership ObjectOriented Programming OOP Reactjs Microsoft Excel Deep Learning Algorithms Statistics Data Science Artificial Intelligence AI Analytical Skills Easily Adaptable Research IBM SPSS PyTorch Relational Databases Communication Neural Networks Writing Web Design LinkedIn Database Design Application Frameworks Digital Photography Mac Lightroom OS X Intellectually Curious        ,"Bachelor of Engineering - BE, Computer Software Engineering University of Westminster","Bachelor of Science - BS, General University of Colombo"," St. Benedict's College, Colombo-13",Data Science Engineer Rootcode Labs,Member | Blockchain Research Group Informatics Institute of Technology (IIT Campus),Photographer | FOS Media University of Colombo,"Scrabble President St. Benedict's College, Colombo-13",Data Science Engineer,1
102,oshadhi-kottahachchy,Python Programming Language SQL Tableau Microsoft Power BI UiPath Automation Anywhere Qlik Sense Supply Chain Management Management Accounting Capital Markets Demand Planning                                         ,Bachelor of Science (BSc) in Mechatronics Engineering General Sir John Kotelawala Defence University, Royal College,Management Level completed The Chartered Institute of Management Accountants,Assistant Manager - Management Information (LCH Ltd-SwapClear & Listed Rates) LSEG (London Stock Exchange Group),Senior Engineer - Analytics & Data Science LSEG (London Stock Exchange Group),Engineer - Analytics & Data Science LSEG (London Stock Exchange Group),Demand Planner GSK,Assistant Manager - Management Information (LCH Ltd-SwapClear & Listed Rates),0
103,thimaldeemantha,Java C JavaScript PHP MySQL Cascading Style Sheets CSS SQL HTML Microsoft Word Software Development English Programming Microsoft Office Teamwork C Microsoft Excel Python PowerPoint Matlab Research Android Development Software Design Embedded Systems AJAX JSON                           ,"Honors degree for BSc Engineering. Computer Science special, Computer Engineering University of Moratuwa", , ,Associate Technical Lead Ziphio,Data Scientist ChiefDX Pte Ltd,Data Science Engineer Ziphio,Senior Software Engineer Project Lead JLanka Power and Energy (Pvt) Ltd,Associate Technical Lead,0
