,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
142,ishritam,Python Programming Language Web Development Linux Data Engineering Machine Learning Data Analysis Databases Problem Solving English Photography MongoDB Deep Learning API Development Python Natural Language Processing NLP Data Science Data Analytics Artificial Intelligence AI Google Cloud Platform GCP Django Engineering Web Services FullStack Development Matplotlib Pandas Software NumPy ScikitLearn Applied Machine Learning Web Design Flask Microservices Elasticsearch REST API Web Content Writing Technical Writing php                ,"Bachelor of Technology - BTech, Computer Science Silicon Institute of Technology (SIT), Bhubaneswar", , ,Data Engineer DataWeave,Data Engineer Greendeck,AI Trainee Applied AI Course Pvt Ltd, ,Data Engineer,1
143,debdutta012,Java JavaScript Python Programming Language MySQL HTML Cascading Style Sheets CSS SQL Linux Machine Learning C Programming Language Programming C ObjectOriented Programming OOP MongoDB Data Structures Algorithms Data Science PyTorch jQuery Seaborn                                ,"Bachelor of Engineering - BE, Computer Science Nitte Meenakshi Institute of Technology", , ,Data Engineer Brillio,Project Intern (Deep Learning) MindMatrix.io, , ,Data Engineer,1
144,gobiga-rajalingam,Java C JavaScript Python Programming Language MySQL Cascading Style Sheets CSS HTML Data Engineering Machine Learning Data Analysis Graphic Design Programming Microsoft Office Adobe Premiere Pro Teamwork Leadership Public Speaking C ObjectOriented Programming OOP Adobe Illustrator Data Structures Algorithms Software Engineering Android ASPNET c Documentation Technical Writing Design Thinking D Modeling Blender Content Management UIUX Digital Art Announcing                 ,"Bachelor of Science in ICT, Information Technology Rajarata University of Sri Lanka","Advanced and Ordinary level studies, Maths stream with Combined Mathematics, Physics and Chemistry T/Sri Shanmuga Hindu Ladies' College", ,Associate Software Engineer - Data Engineering Wiley Sri Lanka,Data Engineering Intern Wiley Sri Lanka,Awards & Recognitions Subcommittee Lead (SAC) IEEE Sri Lanka Section,Operations Lead PayMedia,Associate Software Engineer - Data Engineering,1
145,siqi-li-351b1864,Java C PHP MySQL Git HTML Microsoft Word English Microsoft Office Teamwork Public Speaking C Microsoft Excel Customer Service Team Leadership PowerPoint Matlab Research Windows Photoshop Social Media AutoCAD OpenGL Event Planning APIs Shopping                          ,"Master's degree, Electrical and Computer Engineering Cornell University","Bachelor's degree, Electrical and Computer Engineering University of Birmingham","Bachelor's degree, Electric and Electronics Engineering Harbin Institute of Technology",Data Engineer Airbnb,Staff Software Engineer on Financial Infrastructure Lyft,Senior Software Engineer on Financial Infrastructure Lyft,Software Engineer on Data Platform Lyft,Data Engineer,1
146,kanishkarandunu,C Python Programming Language MySQL Git Machine Learning Data Analysis Microsoft Azure C Programming Language Programming Teamwork Leadership Algorithms Data Visualization Data Science Data Analytics Hadoop Tableau Matlab Management Microsoft Power BI Business Analysis Business Intelligence BI Big Data Data Modeling Agile Methodologies Communication Requirements Analysis Requirements Gathering Matplotlib Pandas Software NumPy Agile Project Management Jira Azure Databricks pandas DAX SharePoint Business Understanding              ,"Bachelor of Science (BSc Hons), Electrical and Electronics Engineering University of Peradeniya","Master's degree, Business Analytics and Data Science University of Colombo School of Computing",Mathematics Rahula College,Senior Engineer - Data Engineering Sysco LABS Sri Lanka,Data Visualization Specialist OCTAVE - John Keells Group,Senior Executive - Business Intelligence Analytics Dialog Axiata PLC,Engineering Trainee Ceylon Electricity Board (CEB),Senior Engineer - Data Engineering,1
147,akeel-ahamed,SQL Git Linux Machine Learning Data Analysis Microsoft Azure Teamwork Public Speaking Python Data Mining Github Team Leadership Statistics R Tableau Microsoft Power BI Google Cloud Platform GCP Apache Spark Cloud Computing Database Administration Relational Databases Apache Spark Streaming Microsoft Azure Machine Learning Azure Data Factory Azure Data Lake Google Data Studio Azure Databricks Apache Airflow Google BigQuery Java Database Connectivity JDBC Terraform Scripting Google Cloud Dataflow EventHub Cloud PubSub Google ai                ,"Diploma, Economics - Distinction University of London","Mathematics, Accounting, Further Mathematics, Business Studies,Economics Edexcel London A’Levels Asian Int’l School","Mathematics, Further Maths, Economics , Accounting Asian International School",Data Engineer Redkite,Data Engineer Optalitix,Data Analyst Optalitix,Analyst Optalitix,Data Engineer,1
148,sivarajan4u,Java Python Programming Language SQL python Git Linux Data Engineering Machine Learning Scala Problem Solving Programming Teamwork Public Speaking Customer Service Ubuntu Big Data Data Modeling Shell Scripting Hibernate Maven Neoj Cassandra JIRA ETL Software Architecture Apache kafka Xpath ANTLR                        ,"BSc Eng (Hons), Computer Science and Engineering University of Moratuwa","Advanced Level, Physical Sciences Hindu College , Colombo 04", ,Senior Data Engineer NTT DATA,Data Engineer NTT DATA,Software Engineer 2 IQVIA,Software Engineer Dialog Axiata PLC,Senior Data Engineer,1
149,vengatesharavinth,MySQL SQL Web Development HTML WordPress Big Data Analytics Microsoft Azure Microsoft Excel Python Presentation Skills Microsoft Power BI SQL Azure Search Engine Optimization SEO Azure DevOps Computer Networking Azure AI Cisco Routers Total Quality Management TQM SAP ABAP Financial Literacy Training Azure Key Vault                               ,"Bachelor of Engineering, Computer Science Anna University","Higher Secondary, Higher secondary Laurel Higher Secondary School", ,Data Engineer JMAN Group,Digital Solution Engineer JMAN Group,Software Engineer Netsmart,Trainee Engineer JMAN Group,Data Engineer,1
150,viduramudalige,Java Python Programming Language MySQL SQL python Git Linux Data Engineering Software Development Scala Programming Python Scrum Hadoop Hive HBase Google Cloud Platform GCP Apache Spark Big Data Extract Transform Load ETL Shell Scripting Amazon Web Services AWS Apache Kafka OOP JUnit NoSQL Kubernetes Amazon S Docker Oracle Database Apache Flink Jenkins Azkaban Apache Airflow Amazon Athena Amazon Redshift Airflow HDFS Docker Graph Databases Gradle Play Framework bash Kafka CICD Gerrit Nexus CircleCI  ,"Bachelor of Science (BSc), Computer Science and Engineering University of Moratuwa","Physical Sciences Taxila Central college, Horana"," D.S.Senanayake college, Colombo 7",Senior Data Engineer hipages,Apache Hadoop Contributor The Apache Software Foundation,Data Engineer hipages,Senior Software Engineer Zone24x7,Senior Data Engineer,1
151,jafar-sharif-a2496ba2,Java C JavaScript Python Programming Language MySQL HTML Cascading Style Sheets CSS SQL HTML Microsoft Word Machine Learning English Programming Microsoft Office Adobe Photoshop Teamwork Leadership Public Speaking C Microsoft Excel Microsoft PowerPoint PowerPoint Matlab Management Exploratory Data Analysis Windows Neural Networks Photoshop Verilog Social Media                      ,"Bachelor of Technology (B.Tech.), Electronics and communication Engineering GMR Institute Of Technology","Intermediate Public EXamination, Mathematics and Science Andhra Pradesh Residential Junior College, Venkatagiri", ,Data Engineer Guardant Health,Data Engineer Neudesic,Machine Learning Engineer Virtusa,Associate Engineer Virtusa,Data Engineer,1
152,kiran-sai-59b8a21a0,Java Python Programming Language SQL Data Engineering Data Analysis Software Development Scala Data Analytics Hadoop Apache Pig Analytical Skills Apache Spark HiveQL Information Technology                                      ,"Master's degree, Data Science New Jersey Institute of Technology", , ,Data Engineer Liberty Mutual Insurance,Data Engineer Credit Suisse,Jr.Data Engineer GGK Tech,Data Analyst Human Network,Data Engineer,1
153,barishasdemir,Java C JavaScript Python Programming Language PHP Cascading Style Sheets CSS Nodejs SQL Git Linux Data Engineering Machine Learning Scala C Programming Language C Computer Science Reactjs Deep Learning Python Data Mining Natural Language Processing NLP Data Science Computer Vision Artificial Intelligence AI Google Cloud Platform GCP Exploratory Data Analysis Apache Spark Shell Scripting Apache Kafka Data Warehousing Django NoSQL Neural Networks Web Design Docker React Native Data Pipelines Apache Flink Elasticsearch Test Driven Development Apache Airflow Django REST Framework Terraform Kafka Streams Chess Kafka Vertica Azkaban Scheduler Couchbase   ,"Bachelor of Computer Engineering, Computer Engineering Eastern Mediterranean University","Bachelor of Science - BS, Biology, General Istanbul University", ,Data Engineer Trendyol Group,Student Assistant Eastern Mediterranean University,Software Developer Typelish,Web Developer AndOutdoor,Data Engineer,1
154,maihongson,Java SQL Machine Learning Scala English Microsoft Office Teamwork C Project Management Python Team Leadership Data Science ElasticSearch Hadoop Matlab Research Management Google Cloud Platform GCP Apache Spark Predictive Analytics Big Data Apache Kafka Electrical Engineering Kubernetes PostgreSQL SQLAlchemy Electronics Apache Flink Embedded C Sensors Celery Technical Presentations                    ,"Bachelor of Engineering (B.Eng.), Electrical Engineering & Information Technology Frankfurt University of Applied Sciences","Master of Science (MSc), Mechatronics and Sensor System Technology Vietnamese-German University","Bachelor of Engineering (BEng), Electrical Engineering and Information Technology Vietnamese-German University",Senior Data Engineer Techcombank (TCB),Data Engineer Techcombank (TCB),Data Engineer Krom,Data Engineer Fpt Telecom,Senior Data Engineer,1
155,kamindu-nanayakkara,Java JavaScript MySQL SQL Git Linux HTML Microsoft Word Data Engineering Machine Learning Programming Microsoft Office Teamwork C Computer Science Microsoft Excel Python PowerPoint OpenCV Research Google Cloud Platform GCP DevOps Agile Methodologies Amazon Web Services AWS Cloudera Software Engineering LaTeX Android Development OOP Eclipse Android Visual Studio Web Applications Kubernetes Docker Microservices Bash JBoss Application Server Test Automation Game Development Employee Training           ,MSC Big Data Analytics Robert Gordon University,"Bachelor of Science (B.Sc.), Computer Science (Special), Mathematics, Statistics University of Sri Jayewardenepura", Mahanama College,Senior Engineer - Data Engineering MillenniumIT ESP,Data Engineer Marakanda SE,Senior Software Engineer eBuilder,Software Engineer - DevOps eBuilder,Senior Engineer - Data Engineering,1
156,madarlex,Python Programming Language Big Data Analytics Machine Learning Data Analysis Microsoft Office Teamwork Leadership Customer Service Data Science Research Analysis Management Time Management Strategic Planning Matplotlib Pandas Software NumPy Presentations Seaborn AutoCAD Negotiation Sales Direct Sales Training Performance Management Customer Satisfaction Recruiting Sales Presentations Teaching English as a Second Language                       ,"ADSE - (Advance Diploma in Software Engineering), C, HTML - Bootstrap, CSS, Javascript - Jquerry, SQL, PHP, XML, NoSQL, Java (OOP), Java (Swing) APTECH Computer Education",Bachelor's degree HCM University of technology, ,Data Engineer BBS Vietnam,Python Developer Evizi,Odoo Backend Python Dev Adiva,Sales Business Development Hikvision Vietnam. (the top 1 best selling camera in the world),Data Engineer,1
157,pasindu-dilshan-508425124,Java C MySQL HTML Microsoft Office Leadership Microsoft Power BI C DecisionMaking Microsoft Power Apps Microsoft Power Automate                                         ,BSc (Hons) in Statistics and Operations Reasearch University of Peradeniya, Nalanda College Colombo, ,Associate Engineer - Data Engineering and Artificial Intelligence Zkewed An Analytics Company,Data Analyst IFS Sri Lanka,Executive - Operations and System Analyst MAS KREEDA, ,Associate Engineer - Data Engineering and Artificial Intelligence,1
158,gayan-sanjeewa,Java JavaScript HTML SQL python Data Engineering Machine Learning C Programming Language ObjectOriented Programming OOP Project Management Google Cloud Platform GCP Agile Methodologies Spring Framework Spring Boot Design Patterns Verilog REST APIs AWS Lambda verilog android hibernate hdl                              , Ananda College, , ,Data Engineer BlackSwan Technologies,Data Engineer  Technocolabs Softwares,Business Intelligence Analyst Dialog Axiata PLC,Software Engineer LankaSolution Enterprises (Pvt) Ltd.,Data Engineer,1
159,kavindu-lakmal-2b382118a,Java JavaScript Machine Learning Problem Solving C R Programming Language Android Studio Database Management System DBMS c                                           ,"BSc (Hons) in Information Technology, Cyber/Electronic Operations and Warfare SLIIT", , ,Data Engineer  Green Express (Pvt) Ltd, , , ,Data Engineer ,1
160,charmie-ranodya-9794641a7,Java JavaScript Python Programming Language MySQL Cascading Style Sheets CSS Bootstrap Git HTML English C Programming Language ObjectOriented Programming OOP Unified Modeling Language UML Programming Languages Critical Thinking Communication GitHub                                    ,"BSc (Hons) In Information Technology , Data Science SLIIT", Sujatha Vidyalaya - Matara, ,Data Engineer MillenniumIT ESP, , , ,Data Engineer,1
161,hashan-gallage,Java JavaScript MySQL HTML Data Analysis English Programming Microsoft Office CSS C Computer Science Microsoft Excel Customer Service Statistics Data Visualization R Statistical Data Analysis Matlab Minitab SPSS Research Quality Assurance Business Intelligence BI Regression Analysis SAS Programming Data Warehousing Windows Information Technology Prolog Financial Analysis Multivariate Statistics Stochastic Processes Capital Markets Equity Research Multimedia Base SAS Certified                , D.S Senanayake College,"Bachelor's degree, Information Technology University of Colombo School of Computing","Bachelor's degree, Information Technology University of Colombo School of Computing",Senior Data Engineer Sysco LABS Sri Lanka,Data Analyst Just In Time Group - Sri Lanka,Data Analyst Just In Time Group - Sri Lanka,Team Manager Innodata Inc.,Senior Data Engineer,1
162,harini-prasadi-5b6458a4,Java Python Programming Language SQL Microsoft Word Data Analysis Software Development Problem Solving Programming Microsoft Office Computer Science Microsoft Excel Python Algorithms Data Mining Statistics Data Visualization PowerPoint Hadoop Statistical Data Analysis Statistical Modeling Matlab Minitab SPSS Critical Thinking Research Market Research Management Microsoft Power BI Extract Transform Load ETL Agile Methodologies Amazon Web Services AWS Agile Application Development Data Warehousing MATLAB Eclipse Discrete Mathematics Software Design JUnit Software Quality Assurance DecisionMaking NoSQL Risk Management Text Analytics Google Analytics R Protege Refactoring Test Driven Development  ,Master's of Big Data Analytics Robert Gordon University,"Bachelor’s Degree, Industrial Statistics (Sp) University of Colombo", ,Senior Data Engineer Axiata Digital Labs,Data Scientist Innovation Quotient (Pvt)Ltd,Market Intelligence Analyst AB Mauri lanka Pvt ltd,Managment Trainee Hela Clothing,Senior Data Engineer,1
163,ho-sy-hau-3522b7174,Java SQL Data Engineering Machine Learning Data Analysis Software Development Scala Deep Learning Python Data Mining ElasticSearch Hadoop HBase Management Apache Spark Big Data NoSQL Internet of Things IoT                                  ,"Bachelor of Applied Science - BASc, Computer Science Ha Noi University of Industry", , ,Data Engineer Viettel Group,Machine Learning Engineer Zalo,Data Engineer FPT Software, ,Data Engineer,1
164,ishansugathadasa,Java PHP MySQL Photography Team Leadership Lightroom                                              , University of colombo school of computing,Master of Computer Science University of Colombo School of Computing, ,Data Engineer Altria Consulting (Pvt) Ltd, , , ,Data Engineer,1
165,odhara-kodikara,Java Python Programming Language SQL Git HTML Data Analysis Software Development Databases C Programming Language C ObjectOriented Programming OOP Data Visualization Data Science Data Analytics R Analytical Skills Microsoft Power BI RStudio Oracle SQL Developer Data Warehousing Visual Studio SQL Server Reporting Services SSRS Information Technology RESTful WebServices Microservices Design Patterns Oracle Database SQL Server Management Studio SQL Server Integration Services SSIS SQL Server Analysis Services SSAS Data Wrangling JAX RS Jersey                   ,"BSc (Hons) IT specialisation in Data Science, Information Technology and Data Analysis SLIIT",Physical Sciences Pushpadana Girls' College Kandy, ,Associate Software Engineer - Data Engineering Wiley Sri Lanka,Business Intelligence Intern MAS Holdings,Trainee Associate Software Engineer Syntax Genie, ,Associate Software Engineer - Data Engineering,1
166,piumi-sandarenu,Python Programming Language Machine Learning MATLAB                                                 ,"Doctor of Philosophy - PhD, Computer Science and Engineering UNSW","Bachelor’s Degree, Electronic and Telecommunication Engineering University of Moratuwa","High School, Physical science A/L Devi Balika Vidyalaya",Data Engineer Axiata Digital Labs,Engineer Wave Computing, , ,Data Engineer,1
167,giaplv,Java C JavaScript PHP MySQL SQL Linux HTML Machine Learning English Microsoft Office CSS Teamwork C Microsoft Excel Python PowerPoint Research C Outlook Photoshop Information Security Object Oriented Design Cryptography Web Application Security Steganography MFC                         ,"Bachelor of Science (B.Sc.), Computer Science, Computer Science University of Engineering and Technology, VNU", , ,Senior Data Engineer WorldQuant,Data Engineer WorldQuant,Research Bkav Corp., ,Senior Data Engineer,1
168,tnkhang,Java JavaScript SQL Git HTML Scala CSS C MongoDB Data Structures Hadoop Distributed Systems Android NodeJs                                      ,"Engineer’s Degree, Infomation Technology PTIT",Computer Software Engineering Posts and Telecommunications Institute of Technology, ,Data Engineer VNG Corporation,Data Mining Fresher VNG Corporation,Software Developer Internship (NodeJs Backend) Horical, ,Data Engineer,1
169,hengji-liu,                                                   ,"Master’s Degree (with Excellence), Information Technology UNSW","Bachelor’s Degree, Information and Computing Science (Computational Mathematics) Shanghai University", ,Data Engineer Macquarie Group,Consultant Servian,Associate Consultant Servian,Analyst Servian,Data Engineer,1
170,justinlewiswalton,Python Programming Language SQL Teamwork Leadership Public Speaking ObjectOriented Programming OOP Microsoft Excel Customer Service Github Statistical Data Analysis Agile Methodologies Amazon Web Services AWS Communication Bash Jenkins Terraform ServiceNow AWS CloudFormation                                  ,"Bachelor of Business and Bachelor of Information Technology, Business Statistics, Business Information Systems Monash University",Victorian Certificate of Education (VCE) Box Hill High School, ,Data Engineer Coles,DevOps Engineer National Australia Bank,Software Engineer Intern National Australia Bank,Customer Service Supervisor Coles,Data Engineer,1
171,putri-w,JavaScript Python Programming Language SQL HTML CSS Python Hadoop Hive R Google Cloud Platform GCP Apache Spark PySpark Extract Transform Load ETL C PostgreSQL NET Azure Databricks Apache Sqoop Airflow pgAdmin angular                             ,Bachelor of Computer Science Monash University Malaysia,"GCE A-Level, Science - Biology, Chemistry, Physics, Mathematics KDU Penang University College", ,Data Engineer Fusionex International,Software Engineer Monster Technologies Malaysia Sdn Bhd, , ,Data Engineer,1
172,chris-pidcock-060693134,JavaScript Python Programming Language MySQL SQL Git Data Engineering Machine Learning Software Development Databases Scrum Data Visualization Data Science Tableau Statistical Modeling Big Data Distributed Systems Extract Transform Load ETL Data Modeling Database Administration Agile Methodologies Amazon Web Services AWS Apache Kafka Data Warehousing Django NoSQL PostgreSQL Database Design Jira Architecture Elasticsearch Data Architecture Apache Airflow Amazon Athena Google BigQuery Amazon Redshift Go Programming Language Terraform Continuous Integration and Continuous Delivery CICD Continuous Delivery Infrastructure as code IaC Continuous Integration ClickHouse        ,"Bachelor of Applied Science (B.A.Sc.), Physics QUT (Queensland University of Technology)", , ,Data Engineer Arkose Labs,Data Scientist Arkose Labs,Business Intelligence Analyst Halfbrick,Intern Analyst Halfbrick,Data Engineer,1
173,geekpuneet,Java Python Programming Language MySQL Git Linux HTML Machine Learning Data Analysis Scala Adobe Photoshop C Deep Learning Adobe Illustrator Python Data Structures Github Hive OpenCV Computer Vision Apache Spark PyTorch Amazon Web Services AWS Engineering NumPy ScikitLearn Neural Networks ASPNET Flask colab Jupyter Pandas Plotly After Effects Dash                  ,"Bachelor of Technology, Computer Science Guru Nanak Dev University","Secondary School, XI-XII Bhartiya Vidya Bhavan's SL Public School","High School, X Bhartiya Vidya Bhavan's SL Public School",Data Engineer Tata Consultancy Services,Data Science Intern Stylumia,Freelance Software Engineer Redinmex,"Technical Head Computer Engineering Student Society, GNDU",Data Engineer,1
174,isura-nimalasiri-3aa88575,SQL Data Analysis MongoDB Algorithms Statistics ElasticSearch R Research Data Modeling Amazon Web Services AWS JSON Kubernetes Neoj Snowflake Confluent Kafka Kafka Salesforcecom Flink Cassendra Argo Big query                               ,"Master's Degree In, Applied Statistics University of Colombo","BSc in , Mathematics and Statistics University of Sri Jayewardenepura", ,Senior Data Engineer Sky,Senior Data Engineer Wiley Global Technology (Private) Limited,Data Engineer nCinga Innovations Pte Ltd,Data Analyst nCinga Innovations Pte Ltd,Senior Data Engineer,1
175,gregory-gan,Java JavaScript SQL Web Development HTML Machine Learning Data Analysis Programming Microsoft Office Teamwork Leadership Adobe Illustrator Python R Relational Databases C Software Design ASPNET Microsoft Access Database Design Q SAP HANA Unity Adobe Fireworks Distributed Databases Sparx Enterprise Architect Version Control Tools                         ,Master of Analytics UNSW,"Bachelor's degree, Software Information System The University of Queensland", Cavendish road state high school,Data Engineer Customology - Customers for Life,Machine Learning Engineer Max Kelsen,Data Scientist Intern SAP,Supervisor O'Brien Group Australia,Data Engineer,1
176,thành-trần-9b970517a,Java Python Programming Language Data Engineering Machine Learning Data Analysis Scala English Deep Learning Natural Language Processing NLP Data Science Hadoop Hive Microsoft SQL Server Google Cloud Platform GCP Apache Spark TensorFlow Keras Big Data Shell Scripting Amazon Web Services AWS Oracle Database Agile Project Management IBM Db Japanese Pyspark DataStage                          ,"Engineer's degree, Information Technology Hanoi University Of Industry",Information Technology FPT University, ,Data Engineer VPBank,AI/Machine Learning Engineer GMO VietnamLab Center,"AI/Machine Learning Engineer GMO Internet, Inc.", ,Data Engineer,1
177,auliya-izham,SQL Data Engineering Machine Learning Data Analysis Software Development Databases Problem Solving Public Speaking Customer Service BackEnd Web Development Python Team Leadership Data Visualization Tableau Team Management Forecasting Apache Spark Extract Transform Load ETL Amazon Web Services AWS Relational Databases Apache Kafka NoSQL Amazon EC Amazon S Oracle Database Data Pipelines Linear Algebra AWS Lambda REST API Application Programming Interfaces Amazon Redshift AWS Glue Stream Processing Batch Processing Warehouse Management Systems SAP Products Amazon Kinesis             ,"Bachelor's degree in IT (Double Major), Business Information System & Network Security Monash University", , ,Data Engineer Astro,Tech Associate - Graduate Programme Astro, , ,Data Engineer,1
178,sachin-kanthiya-21a229176,Data Analysis Microsoft Office Leadership Public Speaking Data Analytics Tableau Team Management Microsoft SQL Server Azure Data Factory Soft Skills                                          ,"B.Tech, cse JECRC University", , ,Data Engineer Celebal Technologies,Sports Secretary  JECRC University,sports secretary  JECRC University,Assistant sports secretary  JECRC University,Data Engineer,1
179,ishanka-ganepola-0b90a1134,Java PHP MySQL SQL HTML Microsoft Word Data Engineering Machine Learning Databases English Microsoft Office CSS Teamwork C Microsoft Excel Microsoft PowerPoint Python Data Mining Hadoop Hive R Tableau Matlab Minitab SPSS Analytical Skills Team Management Microsoft SQL Server Business Analysis Apache Spark Business Intelligence BI Oracle SQL Developer Extract Transform Load ETL Agile Methodologies Apache Kafka Data Warehousing C SQL Server Reporting Services SSRS PostgreSQL SQL Server Integration Services SSIS Troubleshooting Data Management Presto Crystal Reports      ,"Bachelor’s Degree, Computer Science & Software Engineering Edith Cowan University",Industrial Diploma in Software Development Openarc School of Business & Technology Ltd,High School Kegalu Balika Vidyalaya,Data Engineer ITP Media Group,Data Engineer PickMe (Digital Mobility Solutions Lanka (PVT) Ltd),Trainee Business Analyst OpenArc Systems Management (Pvt) Ltd., ,Data Engineer,1
180,yue-chen-cynthia,Java JavaScript Python Programming Language MySQL Nodejs SQL HTML Software Development Teamwork Angular Firebase Python Microsoft SQL Server Time Management Cloud Computing Amazon Web Services AWS Communication C Matplotlib Prolog ASPNET RESTful WebServices Kubernetes TypeScript Docker Microservices Numpy Data Pipelines Pandas UnityD NET Jenkins Utilities Entity Framework Haskell Terraform Data Lakes Swift iOS Development Continuous Integration Software Modeling Travis CI Agile Environment Open API Data Definition Data Modelling Cloud Infrastructure     ,"Master's degree, Information Technology University of Melbourne","Bachelor's degree, Management Information Systems, General Wuhan University of Technology","Minor major, Economics Wuhan University",Data Engineer Catch.com.au,Associate Data Engineer Intelematics,Software Engineer (Onsite at Origin Energy) Gentrack Ltd (Global),Analyst Programmer Gentrack Ltd (Global),Data Engineer,1
181,ram-purmessur,Python Programming Language Big Data Analytics Machine Learning Data Analysis Databases Microsoft Office Teamwork Leadership Microsoft Excel Customer Service Deep Learning Python Team Leadership R Artificial Neural Networks Tableau Statistical Data Analysis Artificial Intelligence AI Analysis Management Microsoft Power BI Business Analysis Forecasting Time Management Strategic Planning Business Strategy Strategy Big Data NumPy Neural Networks Financial Analysis Financial Accounting Finance New Business Development Business Development Sales Retail Accounting Business Planning Team Building Training Payroll Financial Reporting Account Reconciliation Cash Flow Administration Budgets Invoicing Change Management Reconciliation  ,"Bachelor of Business, Accounting Victoria University","Advanced Diploma, Accounting Victoria University","Year 12, Commerce SLT SSS Mauritius",Data Engineer Telstra,"Retail Area Manager Delaware North, Australia & New Zealand",Networks & IT Graduate Telstra,"Workplace Talk Facilitator(English Connect, Monash University) Monash University",Data Engineer,1
182,priyanshu-gandhi,Java JavaScript Cascading Style Sheets CSS SQL Git Linux HTML Microsoft Azure Problem Solving Leadership Public Speaking Firebase Python Data Structures Algorithms Statistics Computer Vision Management Apache Spark Agile Methodologies Amazon Web Services AWS Data Warehousing Communication DecisionMaking Core Java Data Pipelines NeuroLinguistic Programming NLP Motivational Speaking Airflow Startups CC Database Azure Data Fundamentals Azure AI Fundamentals                  ,"Bachelor of Engineering - BE, Computer Science Engineering Rajiv Gandhi Prodyogiki Vishwavidyalaya","High School, Mathematics and Computer Science Holy Trinity School", ,Senior Data Engineer LTI - Larsen & Toubro Infotech,Data Engineer LTI - Larsen & Toubro Infotech,Graduate Engineering Trainee LTI - Larsen & Toubro Infotech,Business Today International Conference Participant Business Today,Senior Data Engineer,1
183,jevy-bao,JavaScript Python Programming Language PHP MySQL SQL HTML Data Engineering Machine Learning Data Analysis Scala Databases Problem Solving English CSS Leadership Microsoft Excel Customer Service Vuejs Hadoop Hive HBase Apache Pig Tableau Management Business Analysis Google Cloud Platform GCP Time Management Agile Methodologies Amazon Web Services AWS C Spark Frontend Development Amazon EC Social Media PostgreSQL Product Development AWS Inventory Management Social Media Marketing Software as a Service SaaS Amazon RDS Customer Satisfaction Periscope Data Redshift Axure RP Dashboard Development Facebook Data     , , , ,Data Engineer ZeroLogix,Software Development Project Manager THINK CHINA | Digital Marketing Consulting,Software Engineer IShare Incubator,Technical Data Analyst Digi_Vest,Data Engineer,1
184,laisha-wadhwa,C Python Programming Language MySQL HTML Cascading Style Sheets CSS HTML Microsoft Word Machine Learning Data Analysis C Programming Language Microsoft Office Public Speaking C Microsoft Excel Microsoft PowerPoint Deep Learning Python Data Structures Algorithms Arduino Team Leadership PowerPoint Statistical Data Analysis Computer Vision Project Planning Artificial Intelligence UnityD Feature engineering                        ,"Bachelor of Technology - BTech, Computer science engineering Indian Institute of Information Technology, SriCity", , ,Data Engineer Goldman Sachs,Chegg Expert - Computer Science Chegg Inc.,Machine Learning Engineer Couture.ai,Microsoft Student partner Microsoft,Data Engineer,1
185,rutuja-kulkarni-1707,JavaScript Python Programming Language HTML Cascading Style Sheets CSS SQL Data Analysis Leadership Public Speaking C ObjectOriented Programming OOP Data Structures Data Warehousing Operating Systems Design Thinking                                      ,"Bachelor of Engineering, Computer Engineering University of Mumbai", , ,Data Engineer IBM,Technical Lead CyberFrat,Student Chapter Lead CyberFrat,"Application Developer Digital Impact Square, A TCS Foundation Initiative",Data Engineer,1
186,karthikey-surineni-8b737184,Java C Microsoft Word Machine Learning Databases Microsoft Office C Project Management MongoDB Microsoft Excel Microsoft PowerPoint Customer Service BackEnd Web Development Python Data Mining PowerPoint R Software Project Management Matlab Management Team Management Microsoft SQL Server Apache Spark Database Development Engineering Android Usability Testing Perl JavaFX Weka AutoCAD Microsoft Project CATIA Teradata SQL Finite Element Analysis Apache NiFi Android SDK Vertica Aerospace Project Engineering Systems Engineering Stress Analysis Stock Replenishment Store Displays apache nifi Apache Derby      ,"Masters degree, Information Technology RMIT University","Bachelor of Engineering (B.E.), Aeronautical/Aerospace Engineering Punjab Engineering College", ,Data Engineer Afterpay,Consultant Servian,IT Graduate Self employed,Industrial Trainee CSIRO's Data61,Data Engineer,1
187,yanjun-zimo-w-04a31013b,Data Engineering Data Analysis Microsoft Office Software Development Life Cycle SDLC Python Hadoop R Tableau Big Data Amazon Web Services AWS SAS Visual Basic for Applications VBA sql Agile Waterfall Methodologies Google Apps Script                                     ,"Master's degree, Information Technology Monash University","Bachelor's degree, Finance Shenzhen University", ,Data Engineer ME Bank,Developer InfoCentric,"Data Engineer, Analyst NAB",Analyst Intern Parmalat Australia,Data Engineer,1
188,huy-pham-xuan-434a3485,Java Linux HBase Apache Spark Big Data Apache Kafka LTE Universal Mobile Telecommunications System UMTS                                            ,"Bachelor of Engineering (B.E.), Computer Software Engineering Posts and Telecomunications Institute of Technology", , ,Data Engineer Lead ShopBack,Technical Product Manager Viettel Cyberspace Center_VTCC,Data Engineer Viettel Cyberspace Center_VTCC,Big Data Developer FPT Software,Data Engineer Lead,1
